0.995988,0.0622493,8.76757,73.3761
-0.586579,-1.33118,8.64546,73.6261
-5.7796,-2.01831,7.82665,73.6886
-1.51553,2.21943,10.5489,72.8761
0.0861913,0.691924,12.5049,72.7511
0.596156,0.414197,9.14825,72.8761
0.287304,0.19393,8.86094,73.1261
0.289698,0.225055,8.88009,73.1261
0.275333,0.217872,8.88488,72.9386
0.23942,0.181959,8.84897,73.3761
0.191536,0.246603,8.53772,73.2511
0.280122,0.184354,8.64786,73.3761
0.399832,0.205901,8.61913,73.3136
-5.11162,0.380678,11.813,74.0011
-2.85389,-0.720655,7.70933,73.5636
-0.550666,0.306458,19.6127,73.5011
-2.38941,1.40061,7.81707,73.8761
3.7565,3.32315,7.18021,73.5011
1.68552,8.79869,0.344765,73.3761
1.57299,9.83299,0.0622493,73.4386
1.7765,9.48822,-0.488417,73.1886
2.20027,9.59835,-0.110133,73.2511
2.71502,9.29429,0.605733,73.3136
3.72777,8.49702,0.818817,73.6261
9.23444,-1.58496,-7.21134,73.3136
2.01352,8.53294,-1.06303,73.2511
0.481235,9.89524,-2.36787,73.3136
0.248997,9.54329,1.97522,73.6261
0.466869,9.61512,-0.342371,73.4386
0.577003,9.72764,-1.21865,73.5011
0.967257,9.83778,-1.05345,73.5011
0.52433,9.96706,-0.737414,73.6886
0.40462,9.43316,-0.888249,73.3761
1.11809,10.2568,-1.33836,73.5011
0.749385,9.77074,-0.356736,73.5636
0.198719,9.59596,-1.76692,73.4386
0.423774,9.6199,-1.44849,73.4386
0.488417,13.4961,0.713472,73.6886
1.07978,9.74201,-0.0526724,73.5011
0.229843,9.82581,-1.64721,73.6261
0.823606,9.82341,-1.68552,74.1261
0.395043,10.7045,-2.00155,74.6261
-0.586579,9.50737,-1.14443,74.7511
-0.641646,9.39006,-1.33118,75.1886
-0.0023942,9.68694,-1.22823,75.2511
0.0,9.70131,-1.23062,75.1261
0.258574,9.89763,-1.51314,75.0011
-0.260968,9.43076,-1.6927,74.8136
0.40462,9.79468,-1.00556,74.8761
-0.0909797,9.82101,-0.318429,74.7511
-0.837971,10.1682,-1.00078,74.6886
-0.548272,9.73961,0.222661,74.5636
0.52433,9.76595,-1.53468,74.6886
-0.0814029,9.47865,-1.63524,74.4386
-0.466869,9.57202,-0.385466,74.5636
0.766145,9.77074,-2.17633,74.5636
0.701501,9.73004,-1.57299,74.5636
-0.385466,9.63666,-0.78051,74.3136
0.598551,9.73483,-1.4437,74.6261
0.0143652,9.34457,-2.65517,74.8136
0.0502782,9.7468,-1.15401,75.0011
-0.31364,10.0485,-2.09493,74.5636
-0.0287304,9.66539,0.770933,74.5636
1.09176,9.0022,-1.75016,74.5636
0.438139,10.0461,-1.2785,74.4386
0.87149,9.22247,-1.6927,74.9386
-0.572214,11.2504,-1.0319,74.6886
-0.023942,9.60554,-2.22661,74.6886
0.378284,9.82581,-0.768539,74.6886
0.864307,9.77313,-1.83635,74.5636
0.162806,9.54329,-1.90818,74.5636
-0.0167594,9.73004,-0.0694318,74.5011
-0.134075,10.5848,0.756568,74.4386
0.105345,9.4978,-1.09894,74.5011
